id,sku,marca,link_anterior,link_oferta,titulo,precio_anterior,precio_en_oferta,categoria
133207,4005900140906,Farmacias Central Oeste,https://www.centraloeste.com.ar/eucerin-protector-solar-x-50ml-facial-toque.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/eucerin-protector-solar-x-50ml-facial-toque.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Eucerin Protector Solar x 50ml Facial Seco Spf50,1791,"1074,6",Cosmética y Belleza
133208,7795323002451,Farmacias Central Oeste,https://www.centraloeste.com.ar/7795323002451-nutrilon-leche-infantil-x-800grs-etapa-4-profutura-polvo.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7795323002451-nutrilon-leche-infantil-x-800grs-etapa-4-profutura-polvo.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Nutrilon Leche Infantil x 800Grs Etapa 4 Profutura Polvo,1280,768,Bebés y Niños
133209,7795323002444,Farmacias Central Oeste,https://www.centraloeste.com.ar/7795323002444-nutrilon-leche-infantil-x-800grs-etapa-3-profutura-polv.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7795323002444-nutrilon-leche-infantil-x-800grs-etapa-3-profutura-polv.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Nutrilon Leche Infantil x 800Grs Etapa 3 Profutura Polvo,1361,"816,6",Bebés y Niños
133210,7795323002499,Farmacias Central Oeste,https://www.centraloeste.com.ar/7795323002499-nutrilon-leche-infantil-x-200ml-etapa-4-profutura-liqu.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7795323002499-nutrilon-leche-infantil-x-200ml-etapa-4-profutura-liqu.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Nutrilon Leche Infantil x 200ml Etapa 4 Profutura Liquida,96,"57,6",Bebés y Niños
133211,7795323002482,Farmacias Central Oeste,https://www.centraloeste.com.ar/7795323002482-nutrilon-leche-infantil-200ml-etapa3-profuturaliquid.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7795323002482-nutrilon-leche-infantil-200ml-etapa3-profuturaliquid.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Nutrilon Leche Infantil x 200ml Etapa 3 Profutura Liquida,102,"61,2",Bebés y Niños
133212,7798176000032,Farmacias Central Oeste,https://www.centraloeste.com.ar/leche-infantil-polvo-enfabebe-etapa-3-800-g.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/leche-infantil-polvo-enfabebe-etapa-3-800-g.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,"Leche Infantil Polvo Enfabebé Etapa 3, 800 g",1240,744,Bebés y Niños
133213,7798176009639,Farmacias Central Oeste,https://www.centraloeste.com.ar/leche-infantil-liquida-sancor-bebe-etapa-3-1l.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/leche-infantil-liquida-sancor-bebe-etapa-3-1l.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,"Leche Infantil Líquida Sancor Bebé Etapa 3, 1L",570,285,Bebés y Niños
133214,7792981006043,Farmacias Central Oeste,https://www.centraloeste.com.ar/7792981006043-enaccion-suplemento-dietario-x-12-grs-colageno-sabor-naranj.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7792981006043-enaccion-suplemento-dietario-x-12-grs-colageno-sabor-naranj.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Enaccion Suplemento Dietario x12gr Colágeno Sabor Naranja,123,"73,8",Bebés y Niños
133215,7792981004155,Farmacias Central Oeste,https://www.centraloeste.com.ar/7792981004155-natuliv-30com-vitamina.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7792981004155-natuliv-30com-vitamina.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Natuliv x30comp Vitamina C,460,276,Varios
133216,7795371459559,Farmacias Central Oeste,https://www.centraloeste.com.ar/blue-vit-b12-sabor-anana-comprimido-masticable-x20.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/blue-vit-b12-sabor-anana-comprimido-masticable-x20.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Blue-Vit B12 Sabor Anana Comprimido Masticable x20,800,480,Varios
133217,5012874101054,Farmacias Central Oeste,https://www.centraloeste.com.ar/rimmel-mascara-de-pestanas-extra-lash-01-black.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/rimmel-mascara-de-pestanas-extra-lash-01-black.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Máscara De Pestañas Rimmel Extra Lash 01 Black,754,377,Cosmética y Belleza
133218,3607344574654,Farmacias Central Oeste,https://www.centraloeste.com.ar/rimmel-mascara-de-pestanas-wonderfull-wp.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/rimmel-mascara-de-pestanas-wonderfull-wp.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Máscara De Pestañas Rimmel Wonderfull Wp,1275,"637,5",Cosmética y Belleza
133220,74170451177,Farmacias Central Oeste,https://www.centraloeste.com.ar/74170451177-sally-hansen-tratamiento-unas-insta-dri-anti-chip-latin.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/74170451177-sally-hansen-tratamiento-unas-insta-dri-anti-chip-latin.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Sally Hansen Tratamiento Para Uñas Insta Dri Anti Chip Latín,1030,515,Cosmética y Belleza
133221,737052057989,Farmacias Central Oeste,https://www.centraloeste.com.ar/737052057989hugo-boss-edp-x90ml-fo-woman.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/737052057989hugo-boss-edp-x90ml-fo-woman.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Hugo Boss Edp x90ml For Woman,9180,4590,Cosmética y Belleza
133222,3414202000510,Farmacias Central Oeste,https://www.centraloeste.com.ar/3414202000510-davidoff-cool-water-wave-men-edt-40ml.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/3414202000510-davidoff-cool-water-wave-men-edt-40ml.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Davidoff Cool Water Men EDT x40ml,6500,3250,Cosmética y Belleza
133223,7791600593346,Farmacias Central Oeste,https://www.centraloeste.com.ar/7791600593346-gino-bogani-tout-bleu-edt-x90ml.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7791600593346-gino-bogani-tout-bleu-edt-x90ml.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Gino Bogani Tout Bleu EDT x90ml,1979,"989,5",Cosmética y Belleza
133224,7796285285135,Farmacias Central Oeste,https://www.centraloeste.com.ar/7796285285135-evacopa-copa-menstrual-x1-talle-1.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7796285285135-evacopa-copa-menstrual-x1-talle-1.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Evacopa copa menstrual x1,1485,"742,5",Cosmética y Belleza
133225,7792640001808,Farmacias Central Oeste,https://www.centraloeste.com.ar/7792640001808-capilatis-shampoo-x350ml-con-keratina.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7792640001808-capilatis-shampoo-x350ml-con-keratina.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Shampoo Capilatis Con Keratina x350ml,840,420,Alimentos y Bebidas
133226,7798140259442,Farmacias Central Oeste,https://www.centraloeste.com.ar/7798140259442-asepxia-jabon-liquido-x200ml-carbon-detox.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7798140259442-asepxia-jabon-liquido-x200ml-carbon-detox.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Jabón Liquido Asepxia Carbón x200ml,1000,500,Alimentos y Bebidas
133227,7798140252047,Farmacias Central Oeste,https://www.centraloeste.com.ar/7798140252047-cicatricure-agua-micelar-200ml.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7798140252047-cicatricure-agua-micelar-200ml.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Agua Micelar Cicatricure x200ml,1140,570,Cosmética y Belleza
133228,7891024030813,Farmacias Central Oeste,https://www.centraloeste.com.ar/plax-enjuague-bucal-x-250ml-sensitive-pro-alivio.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/plax-enjuague-bucal-x-250ml-sensitive-pro-alivio.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Enjuague Bucal Colgate Sensitive Pro-alivio x250ml,580,290,Alimentos y Bebidas
133229,7509546068558,Farmacias Central Oeste,https://www.centraloeste.com.ar/colgate-cepillo-dental-smiles-minions-6-a-os.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/colgate-cepillo-dental-smiles-minions-6-a-os.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Cepillo Dental Colgate Smiles Minions +6 Años,360,180,Cosmética y Belleza
133230,7891024135358,Farmacias Central Oeste,https://www.centraloeste.com.ar/7891024135358-colgate-pasta-dental-70g-multibeneficios-blancavanz.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7891024135358-colgate-pasta-dental-70g-multibeneficios-blancavanz.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Pasta Dental Colgate Multibeneficios Blancura  Avanzada x70gr,480,240,Alimentos y Bebidas
133231,7509546653402,Farmacias Central Oeste,https://www.centraloeste.com.ar/7509546653402-pasta-dental-colgate-pro-alivio-inmediato-x140gr.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7509546653402-pasta-dental-colgate-pro-alivio-inmediato-x140gr.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Pasta Dental Colgate Pro-Alivio Inmediato x140gr,780,390,Alimentos y Bebidas
133232,7891024039571,Farmacias Central Oeste,https://www.centraloeste.com.ar/7891024039571-jabon-liquido-antibacterial-protex-vitamina-e-refill-x500ml.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7891024039571-jabon-liquido-antibacterial-protex-vitamina-e-refill-x500ml.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Jabón Liquido Antibacterial Protex Vitamina E Refill x500ml,840,420,Alimentos y Bebidas
133233,7791290012189,Farmacias Central Oeste,https://www.centraloeste.com.ar/7791290012189-cif-detergente-x300ml-limon-verde.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7791290012189-cif-detergente-x300ml-limon-verde.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Detergente Cif Limón Verde x300ml,220,110,Alimentos y Bebidas
133234,7791293034751,Farmacias Central Oeste,https://www.centraloeste.com.ar/tresemme-shampoo-x-400ml-detox-capilar.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/tresemme-shampoo-x-400ml-detox-capilar.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Shampoo Tresemme Détox Capilar x400ml,520,260,Alimentos y Bebidas
133235,7500435148443,Farmacias Central Oeste,https://www.centraloeste.com.ar/7500435148443-toallas-humedas-pampers-aroma-naturaleza-x48un.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7500435148443-toallas-humedas-pampers-aroma-naturaleza-x48un.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Toallas Humedas Pampers Aroma Naturaleza x48un,560,280,Cosmética y Belleza
133236,7500435155885,Farmacias Central Oeste,https://www.centraloeste.com.ar/7500435155885-pantene-3mm-acondicionador-x170ml-bambu.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7500435155885-pantene-3mm-acondicionador-x170ml-bambu.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Acondicionador Pantene 3MM Bambú x170ml,664,332,Alimentos y Bebidas
133237,7500435143790,Farmacias Central Oeste,https://www.centraloeste.com.ar/7500435143790-oral-b-cepillo-dental-2un-compact-purification.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7500435143790-oral-b-cepillo-dental-2un-compact-purification.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Cepillo Dental Oral-b Compact Purification x2un,860,430,Cosmética y Belleza
133238,7794626007170,Farmacias Central Oeste,https://www.centraloeste.com.ar/huggies-toallas-humedas-x-48un-clasico-y-cotidiano.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/huggies-toallas-humedas-x-48un-clasico-y-cotidiano.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Toallas Húmedas Huggies Clásico Y Cotidiano x48un,400,200,Bebés y Niños
133239,7792640008333,Farmacias Central Oeste,https://www.centraloeste.com.ar/7792640008333-rubio-claro-ceniza-81.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7792640008333-rubio-claro-ceniza-81.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Coloración Capilatis Rubio Claro Ceniza 8.1,798,399,Cosmética y Belleza
133240,7795323002192,Farmacias Central Oeste,https://www.centraloeste.com.ar/7795323002192-vital-leche-infantil-x-200ml-etapliquid.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,https://www.centraloeste.com.ar/7795323002192-vital-leche-infantil-x-200ml-etapliquid.html?utm_source=site_cace&utm_medium=referral&utm_campaign=bin_megaofertahotsale2021&utm_content=cace,Vital Leche Infantil x 200ml Etapa 3 Liquida,142,71,Bebés y Niños
